7427005189758382081	selection
7429551048920477696	culture
7432125249602609152	selection
7437862701869019136	event
7439322555964100609	selection
7439488493703053312	event
7447037628090200064	event
7447323766868598785	event
7447786456242241536	event
7448129940685950977	exploration
7448503756473856000	event
7450199607764094976	culture
7450534236866076672	event
7465029800412459009	unclear
7467622477863657472	event
7474831984066981888	event
7478936757606957056	culture
7485951882901762048	validation
7498119799416311808	event
7498434377144631297	consensus
7498439454018236417	event
7498734347412422657	consensus
7498760565310316545	event
7498782176130338816	product-news
7498838630887542784	event
7498863696786509824	consensus
7499079875673272320	event
7499088816146751489	exploration
7499107559321010181	product-news
7499122155561861120	consensus
7499179097932099584	event
7500153444163346432	event
7500252349706280960	event
7500267455546675200	event
7500290142717419521	validation
7500312777627000833	event
7500332627460046848	exploration
7500415675845287936	event
7500560129264885760	product-news
7500579226543230977	event
7500601648910598146	exploration
7500630633023455233	event
7500637642133315584	event
7500638121168924672	exploration
7500987628079579136	csr
7500994771390283776	event
7501031235767435265	exploration
7501057907610828800	exploration
7501262948582182913	exploration
7501277102353268736	event
7501308170779426816	event
7501362646361976832	event
7501663905182789632	exploration
7501686803830288385	problem
7501715807152996352	event
