7494022527191502848	culture
7495472089899020289	problem
7495861731072684032	culture
7496196876686319617	event
7498059943976042497	event
7503833064540917761	event
7504173228626513920	exploration
7440065853200670721	product-news
7442620795866165248	validation
7462186885549899776	product-news
7462551183732228096	product-news
7462907573139038208	product-news
7463275497167151104	product-news
7463649071312953344	product-news
7470881378092470272	product-news
7474873755517923330	product-news
7488652803729694721	product-news
7495534586366423040	product-news
7495892353195442178	product-news
7503870542815342592	product-news
7504234820953075712	product-news
7475590916544651264	product-news
7475594023878041600	product-news
7475628769597095936	product-news
7475941345963114498	product-news
7476665662329982978	event
7477516389155614720	unclear
7477813889238409216	exploration
7478116598503907328	event
7478184652533354496	exploration
7478462575177801730	culture
7478554944350908416	unclear
7479906260050522113	product-news
7480282140492840960	exploration
7481038680258674689	product-news
7481361630430339072	exploration
7483181725737545729	event
7483957234930987008	exploration
7485401667950047232	culture
7485740456752947200	selection
7486476942716583936	culture
7487174947417763840	exploration
7487712697493417984	event
7488679454139928576	product-news
7489084145005076480	exploration
7490076065118318592	product-news
7490499474566520833	selection
7491608312829112320	culture
7493019130820898816	culture
7493710842517929984	product-news
7493796908512129024	culture
7494061359819595777	product-news
7494136194901987328	exploration
7496310429502029825	exploration
7496660583795290113	culture
