7465391075885613056	validation
7467257424316542978	event
7471234318389063680	validation
7473745467617476608	validation
7490124314990534656	event
7493655507145068544	exploration
7497987648964206592	validation
7442910800232574977	problem
7445068340517101568	problem
7447623310953115648	unclear
7450218402918502400	culture
7451987313519333376	problem
7454874377432502272	problem
7459926071019266048	problem
7462510255508340736	problem
7465753978388135938	consensus
7471521546453454848	culture
7473357885557854208	problem
7475613927553437697	exploration
7487489220765380608	problem
7492940317743140864	exploration
7497974716792500224	culture
7347707784483803136	exploration
7363665743231569920	selection
7365474970145107968	culture
7378997261852295168	csr
7402782495534116864	validation
7419738529427091457	culture
7422779928019906560	culture
7427021456800169985	culture
7436431737624264704	exploration
7443056465583632384	recruitment
7449808564895952896	event
7451939295063388160	recruitment
7470667664571600896	exploration
7475014961468166144	recruitment
7494133149220859904	culture
6438510435904876544	culture
6889358387210006528	recruitment
7160431780401967104	culture
7186516281171320832	event
7289767511422578689	exploration
7290392229481746432	exploration
7290813532156137472	exploration
7415126189553491968	selection
7434697336020279296	event
7435000725601976320	event
7443384328337784832	exploration
7496628030879068160	event
7503536194232750081	event
6562838084025749505	recruitment
6759544484196954112	exploration
6947965267129896960	culture
6978830004583342080	exploration
7049795024804335616	recruitment
